trip_dayAndHour,trip_counts
09/29/2016 18,592
09/29/2016 19,299
09/29/2016 20,206
09/29/2016 21,133
09/29/2016 22,100
09/29/2016 23,60
09/30/2016 00,32
09/30/2016 01,15
09/30/2016 02,15
09/30/2016 03,4
09/30/2016 04,8
09/30/2016 05,31
09/30/2016 06,175
09/30/2016 07,339
09/30/2016 08,643
09/30/2016 09,346
09/30/2016 10,225
09/30/2016 11,220
09/30/2016 12,259
09/30/2016 13,278
09/30/2016 14,253
09/30/2016 15,339
09/30/2016 16,529
09/30/2016 17,437
09/30/2016 18,142
09/30/2016 19,115
09/30/2016 20,63
09/30/2016 21,60
09/30/2016 22,60
09/30/2016 23,54
10/01/2016 00,42
10/01/2016 01,31
10/01/2016 02,22
10/01/2016 03,5
10/01/2016 04,6
10/01/2016 05,4
10/01/2016 06,10
10/01/2016 07,14
10/01/2016 08,29
10/01/2016 09,44
10/01/2016 10,78
10/01/2016 11,93
10/01/2016 12,111
10/01/2016 13,98
10/01/2016 14,102
10/01/2016 15,89
10/01/2016 16,112
10/01/2016 17,123
10/01/2016 18,142
10/01/2016 19,80
10/01/2016 20,90
10/01/2016 21,71
10/01/2016 22,56
10/01/2016 23,74
10/02/2016 00,54
10/02/2016 01,23
10/02/2016 02,28
10/02/2016 03,3
10/02/2016 04,3
10/02/2016 05,6
10/02/2016 06,21
10/02/2016 07,24
10/02/2016 08,51
10/02/2016 09,93
10/02/2016 10,147
10/02/2016 11,208
10/02/2016 12,236
10/02/2016 13,230
10/02/2016 14,163
10/02/2016 15,183
10/02/2016 16,210
10/02/2016 17,229
10/02/2016 18,241
10/02/2016 19,161
10/02/2016 20,87
10/02/2016 21,80
10/02/2016 22,76
10/02/2016 23,42
10/03/2016 00,19
10/03/2016 01,11
10/03/2016 02,12
10/03/2016 03,2
10/03/2016 04,5
10/03/2016 05,30
10/03/2016 06,129
10/03/2016 07,390
10/03/2016 08,672
10/03/2016 09,321
10/03/2016 10,210
10/03/2016 11,237
10/03/2016 12,309
10/03/2016 13,262
10/03/2016 14,282
10/03/2016 15,304
10/03/2016 16,553
10/03/2016 17,777
10/03/2016 18,487
10/03/2016 19,319
10/03/2016 20,176
10/03/2016 21,142
10/03/2016 22,106
10/03/2016 23,52
10/04/2016 00,15
10/04/2016 01,14
10/04/2016 02,7
10/04/2016 03,1
10/04/2016 04,8
10/04/2016 05,40
10/04/2016 06,167
10/04/2016 07,366
10/04/2016 08,739
10/04/2016 09,381
10/04/2016 10,206
10/04/2016 11,234
10/04/2016 12,284
10/04/2016 13,252
10/04/2016 14,268
10/04/2016 15,337
10/04/2016 16,475
10/04/2016 17,746
10/04/2016 18,570
10/04/2016 19,295
10/04/2016 20,214
10/04/2016 21,143
10/04/2016 22,96
10/04/2016 23,60
10/05/2016 00,25
10/05/2016 01,4
10/05/2016 02,4
10/05/2016 03,2
10/05/2016 04,7
10/05/2016 05,37
10/05/2016 06,154
10/05/2016 07,462
10/05/2016 08,677
10/05/2016 09,378
10/05/2016 10,227
10/05/2016 11,221
10/05/2016 12,253
10/05/2016 13,262
10/05/2016 14,265
10/05/2016 15,251
10/05/2016 16,488
10/05/2016 17,774
10/05/2016 18,585
10/05/2016 19,322
10/05/2016 20,207
10/05/2016 21,132
10/05/2016 22,102
10/05/2016 23,50
10/06/2016 00,26
10/06/2016 01,25
10/06/2016 02,9
10/06/2016 03,3
10/06/2016 04,7
10/06/2016 05,30
10/06/2016 06,140
10/06/2016 07,437
10/06/2016 08,684
10/06/2016 09,387
10/06/2016 10,251
10/06/2016 11,231
10/06/2016 12,272
10/06/2016 13,258
10/06/2016 14,261
10/06/2016 15,313
10/06/2016 16,476
10/06/2016 17,759
10/06/2016 18,544
10/06/2016 19,343
10/06/2016 20,223
10/06/2016 21,157
10/06/2016 22,95
10/06/2016 23,69
10/07/2016 00,40
10/07/2016 01,28
10/07/2016 02,4
10/07/2016 03,6
10/07/2016 04,4
10/07/2016 05,32
10/07/2016 06,132
10/07/2016 07,364
10/07/2016 08,645
10/07/2016 09,345
10/07/2016 10,242
10/07/2016 11,288
10/07/2016 12,334
10/07/2016 13,334
10/07/2016 14,319
10/07/2016 15,400
10/07/2016 16,636
10/07/2016 17,678
10/07/2016 18,460
10/07/2016 19,273
10/07/2016 20,156
10/07/2016 21,127
10/07/2016 22,74
10/07/2016 23,102
10/08/2016 00,63
10/08/2016 01,47
10/08/2016 02,30
10/08/2016 03,9
10/08/2016 04,1
10/08/2016 05,3
10/08/2016 06,11
10/08/2016 07,54
10/08/2016 08,105
10/08/2016 09,174
10/08/2016 10,252
10/08/2016 11,342
10/08/2016 12,346
10/08/2016 13,382
10/08/2016 14,390
10/08/2016 15,408
10/08/2016 16,397
10/08/2016 17,347
10/08/2016 18,248
10/08/2016 19,172
10/08/2016 20,138
10/08/2016 21,105
10/08/2016 22,105
10/08/2016 23,54
10/09/2016 00,64
10/09/2016 01,48
10/09/2016 02,21
10/09/2016 03,5
10/09/2016 04,3
10/09/2016 05,7
10/09/2016 06,13
10/09/2016 07,13
10/09/2016 08,19
10/09/2016 09,18
10/09/2016 10,25
10/09/2016 11,22
10/09/2016 12,37
10/09/2016 13,19
10/09/2016 14,18
10/09/2016 15,21
10/09/2016 16,29
10/09/2016 17,30
10/09/2016 18,33
10/09/2016 19,29
10/09/2016 20,27
10/09/2016 21,21
10/09/2016 22,23
10/09/2016 23,25
10/10/2016 00,20
10/10/2016 01,8
10/10/2016 02,12
10/10/2016 03,3
10/10/2016 04,6
10/10/2016 05,6
10/10/2016 06,57
10/10/2016 07,171
10/10/2016 08,317
10/10/2016 09,198
10/10/2016 10,174
10/10/2016 11,212
10/10/2016 12,279
10/10/2016 13,330
10/10/2016 14,275
10/10/2016 15,314
10/10/2016 16,387
10/10/2016 17,478
10/10/2016 18,359
10/10/2016 19,205
10/10/2016 20,124
10/10/2016 21,91
10/10/2016 22,99
10/10/2016 23,39
10/11/2016 00,24
10/11/2016 01,14
10/11/2016 02,5
10/11/2016 03,4
10/11/2016 04,4
10/11/2016 05,22
10/11/2016 06,125
10/11/2016 07,357
10/11/2016 08,669
10/11/2016 09,313
10/11/2016 10,219
10/11/2016 11,222
10/11/2016 12,267
10/11/2016 13,261
10/11/2016 14,240
10/11/2016 15,317
10/11/2016 16,519
10/11/2016 17,796
10/11/2016 18,508
10/11/2016 19,258
10/11/2016 20,212
10/11/2016 21,149
10/11/2016 22,99
10/11/2016 23,46
10/12/2016 00,23
10/12/2016 01,16
10/12/2016 02,7
10/12/2016 03,5
10/12/2016 04,2
10/12/2016 05,25
10/12/2016 06,134
10/12/2016 07,383
10/12/2016 08,646
10/12/2016 09,330
10/12/2016 10,198
10/12/2016 11,223
10/12/2016 12,238
10/12/2016 13,240
10/12/2016 14,230
10/12/2016 15,294
10/12/2016 16,471
10/12/2016 17,698
10/12/2016 18,492
10/12/2016 19,278
10/12/2016 20,205
10/12/2016 21,124
10/12/2016 22,83
10/12/2016 23,52
10/13/2016 00,24
10/13/2016 01,22
10/13/2016 02,8
10/13/2016 03,5
10/13/2016 04,6
10/13/2016 05,24
10/13/2016 06,157
10/13/2016 07,445
10/13/2016 08,703
10/13/2016 09,368
10/13/2016 10,219
10/13/2016 11,258
10/13/2016 12,281
10/13/2016 13,243
10/13/2016 14,245
10/13/2016 15,318
10/13/2016 16,502
10/13/2016 17,713
10/13/2016 18,355
10/13/2016 19,279
10/13/2016 20,195
10/13/2016 21,159
10/13/2016 22,83
10/13/2016 23,57
10/14/2016 00,37
10/14/2016 01,29
10/14/2016 02,12
10/14/2016 03,3
10/14/2016 04,4
10/14/2016 05,27
10/14/2016 06,117
10/14/2016 07,362
10/14/2016 08,624
10/14/2016 09,354
10/14/2016 10,227
10/14/2016 11,246
10/14/2016 12,278
10/14/2016 13,292
10/14/2016 14,298
10/14/2016 15,366
10/14/2016 16,517
10/14/2016 17,639
10/14/2016 18,407
10/14/2016 19,272
10/14/2016 20,158
10/14/2016 21,132
10/14/2016 22,88
10/14/2016 23,72
10/15/2016 00,41
10/15/2016 01,33
10/15/2016 02,28
10/15/2016 03,12
10/15/2016 04,4
10/15/2016 05,4
10/15/2016 06,14
10/15/2016 07,68
10/15/2016 08,119
10/15/2016 09,165
10/15/2016 10,248
10/15/2016 11,311
10/15/2016 12,336
10/15/2016 13,326
10/15/2016 14,358
10/15/2016 15,375
10/15/2016 16,362
10/15/2016 17,265
10/15/2016 18,228
10/15/2016 19,177
10/15/2016 20,123
10/15/2016 21,107
10/15/2016 22,104
10/15/2016 23,67
10/16/2016 00,49
10/16/2016 01,42
10/16/2016 02,25
10/16/2016 03,11
10/16/2016 04,3
10/16/2016 05,8
10/16/2016 06,10
10/16/2016 07,40
10/16/2016 08,63
10/16/2016 09,169
10/16/2016 10,229
10/16/2016 11,275
10/16/2016 12,333
10/16/2016 13,328
10/16/2016 14,308
10/16/2016 15,348
10/16/2016 16,337
10/16/2016 17,351
10/16/2016 18,290
10/16/2016 19,221
10/16/2016 20,138
10/16/2016 21,119
10/16/2016 22,88
10/16/2016 23,63
10/17/2016 00,21
10/17/2016 01,6
10/17/2016 02,10
10/17/2016 03,5
10/17/2016 04,6
10/17/2016 05,27
10/17/2016 06,177
10/17/2016 07,399
10/17/2016 08,677
10/17/2016 09,336
10/17/2016 10,236
10/17/2016 11,252
10/17/2016 12,293
10/17/2016 13,293
10/17/2016 14,294
10/17/2016 15,333
10/17/2016 16,609
10/17/2016 17,811
10/17/2016 18,530
10/17/2016 19,317
10/17/2016 20,212
10/17/2016 21,137
10/17/2016 22,102
10/17/2016 23,56
10/18/2016 00,25
10/18/2016 01,9
10/18/2016 02,5
10/18/2016 05,25
10/18/2016 06,107
10/18/2016 07,368
10/18/2016 08,661
10/18/2016 09,395
10/18/2016 10,209
10/18/2016 11,209
10/18/2016 12,256
10/18/2016 13,253
10/18/2016 14,247
10/18/2016 15,277
10/18/2016 16,530
10/18/2016 17,787
10/18/2016 18,506
10/18/2016 19,309
10/18/2016 20,219
10/18/2016 21,155
10/18/2016 22,110
10/18/2016 23,90
10/19/2016 00,23
10/19/2016 01,11
10/19/2016 02,11
10/19/2016 03,3
10/19/2016 04,2
10/19/2016 05,41
10/19/2016 06,165
10/19/2016 07,429
10/19/2016 08,749
10/19/2016 09,364
10/19/2016 10,224
10/19/2016 11,237
10/19/2016 12,288
10/19/2016 13,274
10/19/2016 14,279
10/19/2016 15,308
10/19/2016 16,589
10/19/2016 17,787
10/19/2016 18,563
10/19/2016 19,348
10/19/2016 20,301
10/19/2016 21,123
10/19/2016 22,111
10/19/2016 23,88
10/20/2016 00,42
10/20/2016 01,15
10/20/2016 02,9
10/20/2016 03,3
10/20/2016 04,3
10/20/2016 05,39
10/20/2016 06,149
10/20/2016 07,408
10/20/2016 08,723
10/20/2016 09,400
10/20/2016 10,251
10/20/2016 11,251
10/20/2016 12,260
10/20/2016 13,247
10/20/2016 14,263
10/20/2016 15,303
10/20/2016 16,444
10/20/2016 17,732
10/20/2016 18,483
10/20/2016 19,267
10/20/2016 20,172
10/20/2016 21,139
10/20/2016 22,95
10/20/2016 23,43
10/21/2016 00,20
10/21/2016 01,17
10/21/2016 02,11
10/21/2016 03,1
10/21/2016 04,6
10/21/2016 05,22
10/21/2016 06,98
10/21/2016 07,275
10/21/2016 08,597
10/21/2016 09,355
10/21/2016 10,237
10/21/2016 11,226
10/21/2016 12,329
10/21/2016 13,274
10/21/2016 14,283
10/21/2016 15,342
10/21/2016 16,525
10/21/2016 17,553
10/21/2016 18,164
10/21/2016 19,108
10/21/2016 20,57
10/21/2016 21,29
10/21/2016 22,18
10/21/2016 23,33
10/22/2016 00,41
10/22/2016 01,24
10/22/2016 02,18
10/22/2016 03,10
10/22/2016 04,8
10/22/2016 05,8
10/22/2016 06,18
10/22/2016 07,56
10/22/2016 08,91
10/22/2016 09,168
10/22/2016 10,225
10/22/2016 11,189
10/22/2016 12,144
10/22/2016 13,149
10/22/2016 14,100
10/22/2016 15,155
10/22/2016 16,207
10/22/2016 17,145
10/22/2016 18,132
10/22/2016 19,127
10/22/2016 20,100
10/22/2016 21,97
10/22/2016 22,65
10/22/2016 23,49
10/23/2016 00,43
10/23/2016 01,28
10/23/2016 02,29
10/23/2016 03,5
10/23/2016 04,3
10/23/2016 05,5
10/23/2016 06,21
10/23/2016 07,34
10/23/2016 08,73
10/23/2016 09,141
10/23/2016 10,219
10/23/2016 11,231
10/23/2016 12,319
10/23/2016 13,327
10/23/2016 14,310
10/23/2016 15,276
10/23/2016 16,311
10/23/2016 17,287
10/23/2016 18,170
10/23/2016 19,138
10/23/2016 20,98
10/23/2016 21,106
10/23/2016 22,58
10/23/2016 23,52
10/24/2016 00,27
10/24/2016 01,12
10/24/2016 02,5
10/24/2016 03,3
10/24/2016 04,5
10/24/2016 05,32
10/24/2016 06,131
10/24/2016 07,360
10/24/2016 08,628
10/24/2016 09,342
10/24/2016 10,207
10/24/2016 11,199
10/24/2016 12,291
10/24/2016 13,222
10/24/2016 14,236
10/24/2016 15,258
10/24/2016 16,478
10/24/2016 17,742
10/24/2016 18,436
10/24/2016 19,252
10/24/2016 20,157
10/24/2016 21,107
10/24/2016 22,70
10/24/2016 23,35
10/25/2016 00,20
10/25/2016 01,8
10/25/2016 02,4
10/25/2016 03,5
10/25/2016 04,1
10/25/2016 05,24
10/25/2016 06,146
10/25/2016 07,351
10/25/2016 08,665
10/25/2016 09,330
10/25/2016 10,183
10/25/2016 11,207
10/25/2016 12,223
10/25/2016 13,170
10/25/2016 14,153
10/25/2016 15,230
10/25/2016 16,416
10/25/2016 17,559
10/25/2016 18,352
10/25/2016 19,217
10/25/2016 20,154
10/25/2016 21,107
10/25/2016 22,84
10/25/2016 23,35
10/26/2016 00,17
10/26/2016 01,6
10/26/2016 02,4
10/26/2016 03,3
10/26/2016 05,25
10/26/2016 06,108
10/26/2016 07,318
10/26/2016 08,620
10/26/2016 09,287
10/26/2016 10,155
10/26/2016 11,151
10/26/2016 12,171
10/26/2016 13,192
10/26/2016 14,174
10/26/2016 15,230
10/26/2016 16,428
10/26/2016 17,709
10/26/2016 18,432
10/26/2016 19,236
10/26/2016 20,159
10/26/2016 21,97
10/26/2016 22,82
10/26/2016 23,32
10/27/2016 00,28
10/27/2016 01,10
10/27/2016 02,11
10/27/2016 03,10
10/27/2016 04,1
10/27/2016 05,29
10/27/2016 06,112
10/27/2016 07,322
10/27/2016 08,561
10/27/2016 09,303
10/27/2016 10,165
10/27/2016 11,182
10/27/2016 12,196
10/27/2016 13,176
10/27/2016 14,121
10/27/2016 15,121
10/27/2016 16,174
10/27/2016 17,261
10/27/2016 18,121
10/27/2016 19,47
10/27/2016 20,49
10/27/2016 21,39
10/27/2016 22,33
10/27/2016 23,34
10/28/2016 00,12
10/28/2016 01,6
10/28/2016 02,5
10/28/2016 04,2
10/28/2016 05,17
10/28/2016 06,39
10/28/2016 07,150
10/28/2016 08,388
10/28/2016 09,272
10/28/2016 10,168
10/28/2016 11,203
10/28/2016 12,170
10/28/2016 13,181
10/28/2016 14,90
10/28/2016 15,130
10/28/2016 16,241
10/28/2016 17,316
10/28/2016 18,206
10/28/2016 19,142
10/28/2016 20,113
10/28/2016 21,97
10/28/2016 22,57
10/28/2016 23,50
10/29/2016 00,49
10/29/2016 01,31
10/29/2016 02,22
10/29/2016 03,9
10/29/2016 04,6
10/29/2016 05,8
10/29/2016 06,18
10/29/2016 07,55
10/29/2016 08,95
10/29/2016 09,134
10/29/2016 10,169
10/29/2016 11,215
10/29/2016 12,230
10/29/2016 13,223
10/29/2016 14,227
10/29/2016 15,280
10/29/2016 16,264
10/29/2016 17,212
10/29/2016 18,185
10/29/2016 19,171
10/29/2016 20,122
10/29/2016 21,82
10/29/2016 22,77
10/29/2016 23,59
10/30/2016 00,44
10/30/2016 01,59
10/30/2016 02,34
10/30/2016 03,18
10/30/2016 04,8
10/30/2016 05,11
10/30/2016 06,21
10/30/2016 07,25
10/30/2016 08,79
10/30/2016 09,126
10/30/2016 10,178
10/30/2016 11,234
10/30/2016 12,301
10/30/2016 13,336
10/30/2016 14,320
10/30/2016 15,293
10/30/2016 16,304
10/30/2016 17,248
10/30/2016 18,95
10/30/2016 19,52
10/30/2016 20,51
10/30/2016 21,29
10/30/2016 22,25
10/30/2016 23,17
10/31/2016 00,10
10/31/2016 01,7
10/31/2016 02,3
10/31/2016 03,3
10/31/2016 04,5
10/31/2016 05,26
10/31/2016 06,106
10/31/2016 07,280
10/31/2016 08,531
10/31/2016 09,288
10/31/2016 10,158
10/31/2016 11,140
10/31/2016 12,219
10/31/2016 13,197
10/31/2016 14,193
10/31/2016 15,288
10/31/2016 16,494
10/31/2016 17,601
10/31/2016 18,361
10/31/2016 19,236
10/31/2016 20,176
10/31/2016 21,101
10/31/2016 22,53
10/31/2016 23,43
11/01/2016 00,22
11/01/2016 01,9
11/01/2016 02,3
11/01/2016 03,2
11/01/2016 04,2
11/01/2016 05,18
11/01/2016 06,130
11/01/2016 07,288
11/01/2016 08,593
11/01/2016 09,335
11/01/2016 10,182
11/01/2016 11,183
11/01/2016 12,204
11/01/2016 13,181
11/01/2016 14,202
11/01/2016 15,263
11/01/2016 16,432
11/01/2016 17,680
11/01/2016 18,386
11/01/2016 19,313
11/01/2016 20,182
11/01/2016 21,108
11/01/2016 22,65
11/01/2016 23,49
11/02/2016 00,21
11/02/2016 01,9
11/02/2016 02,4
11/02/2016 03,2
11/02/2016 04,6
11/02/2016 05,19
11/02/2016 06,125
11/02/2016 07,379
11/02/2016 08,671
11/02/2016 09,348
11/02/2016 10,201
11/02/2016 11,179
11/02/2016 12,255
11/02/2016 13,233
11/02/2016 14,221
11/02/2016 15,300
11/02/2016 16,459
11/02/2016 17,768
11/02/2016 18,487
11/02/2016 19,282
11/02/2016 20,191
11/02/2016 21,137
11/02/2016 22,116
11/02/2016 23,55
11/03/2016 00,32
11/03/2016 01,22
11/03/2016 02,11
11/03/2016 03,10
11/03/2016 04,7
11/03/2016 05,22
11/03/2016 06,75
11/03/2016 07,296
11/03/2016 08,542
11/03/2016 09,343
11/03/2016 10,173
11/03/2016 11,172
11/03/2016 12,231
11/03/2016 13,191
11/03/2016 14,75
11/03/2016 15,175
11/03/2016 16,365
11/03/2016 17,572
11/03/2016 18,373
11/03/2016 19,229
11/03/2016 20,172
11/03/2016 21,123
11/03/2016 22,65
11/03/2016 23,46
11/04/2016 00,27
11/04/2016 01,21
11/04/2016 02,15
11/04/2016 03,8
11/04/2016 04,2
11/04/2016 05,20
11/04/2016 06,103
11/04/2016 07,290
11/04/2016 08,560
11/04/2016 09,351
11/04/2016 10,188
11/04/2016 11,205
11/04/2016 12,240
11/04/2016 13,272
11/04/2016 14,217
11/04/2016 15,333
11/04/2016 16,463
11/04/2016 17,571
11/04/2016 18,311
11/04/2016 19,209
11/04/2016 20,130
11/04/2016 21,96
11/04/2016 22,83
11/04/2016 23,48
11/05/2016 00,35
11/05/2016 01,36
11/05/2016 02,17
11/05/2016 03,5
11/05/2016 04,2
11/05/2016 05,4
11/05/2016 06,25
11/05/2016 07,48
11/05/2016 08,96
11/05/2016 09,142
11/05/2016 10,186
11/05/2016 11,209
11/05/2016 12,275
11/05/2016 13,309
11/05/2016 14,310
11/05/2016 15,353
11/05/2016 16,355
11/05/2016 17,285
11/05/2016 18,245
11/05/2016 19,153
11/05/2016 20,117
11/05/2016 21,106
11/05/2016 22,85
11/05/2016 23,56
11/06/2016 00,69
11/06/2016 01,55
11/06/2016 02,9
11/06/2016 03,1
11/06/2016 04,2
11/06/2016 05,4
11/06/2016 06,12
11/06/2016 07,35
11/06/2016 08,67
11/06/2016 09,134
11/06/2016 10,238
11/06/2016 11,200
11/06/2016 12,215
11/06/2016 13,232
11/06/2016 14,198
11/06/2016 15,184
11/06/2016 16,180
11/06/2016 17,168
11/06/2016 18,134
11/06/2016 19,114
11/06/2016 20,100
11/06/2016 21,64
11/06/2016 22,44
11/06/2016 23,26
11/07/2016 00,5
11/07/2016 01,7
11/07/2016 02,3
11/07/2016 03,2
11/07/2016 04,3
11/07/2016 05,20
11/07/2016 06,111
11/07/2016 07,359
11/07/2016 08,547
11/07/2016 09,314
11/07/2016 10,146
11/07/2016 11,145
11/07/2016 12,195
11/07/2016 13,180
11/07/2016 14,160
11/07/2016 15,218
11/07/2016 16,399
11/07/2016 17,520
11/07/2016 18,352
11/07/2016 19,198
11/07/2016 20,104
11/07/2016 21,85
11/07/2016 22,49
11/07/2016 23,32
11/08/2016 00,12
11/08/2016 01,4
11/08/2016 02,6
11/08/2016 03,1
11/08/2016 04,4
11/08/2016 05,30
11/08/2016 06,125
11/08/2016 07,331
11/08/2016 08,530
11/08/2016 09,363
11/08/2016 10,188
11/08/2016 11,212
11/08/2016 12,276
11/08/2016 13,248
11/08/2016 14,220
11/08/2016 15,289
11/08/2016 16,413
11/08/2016 17,524
11/08/2016 18,402
11/08/2016 19,226
11/08/2016 20,166
11/08/2016 21,124
11/08/2016 22,53
11/08/2016 23,61
11/09/2016 00,38
11/09/2016 01,21
11/09/2016 02,9
11/09/2016 03,8
11/09/2016 04,3
11/09/2016 05,19
11/09/2016 06,112
11/09/2016 07,294
11/09/2016 08,556
11/09/2016 09,336
11/09/2016 10,204
11/09/2016 11,201
11/09/2016 12,210
11/09/2016 13,206
11/09/2016 14,202
11/09/2016 15,210
11/09/2016 16,358
11/09/2016 17,480
11/09/2016 18,363
11/09/2016 19,214
11/09/2016 20,176
11/09/2016 21,122
11/09/2016 22,71
11/09/2016 23,34
11/10/2016 00,12
11/10/2016 01,3
11/10/2016 02,4
11/10/2016 03,1
11/10/2016 04,2
11/10/2016 05,22
11/10/2016 06,119
11/10/2016 07,305
11/10/2016 08,584
11/10/2016 09,289
11/10/2016 10,168
11/10/2016 11,169
11/10/2016 12,224
11/10/2016 13,200
11/10/2016 14,195
11/10/2016 15,242
11/10/2016 16,390
11/10/2016 17,501
11/10/2016 18,371
11/10/2016 19,204
11/10/2016 20,156
11/10/2016 21,137
11/10/2016 22,91
11/10/2016 23,50
11/11/2016 00,26
11/11/2016 01,22
11/11/2016 02,7
11/11/2016 03,3
11/11/2016 04,3
11/11/2016 05,17
11/11/2016 06,83
11/11/2016 07,224
11/11/2016 08,411
11/11/2016 09,270
11/11/2016 10,212
11/11/2016 11,216
11/11/2016 12,250
11/11/2016 13,229
11/11/2016 14,256
11/11/2016 15,257
11/11/2016 16,283
11/11/2016 17,365
11/11/2016 18,248
11/11/2016 19,152
11/11/2016 20,86
11/11/2016 21,76
11/11/2016 22,52
11/11/2016 23,48
11/12/2016 00,30
11/12/2016 01,16
11/12/2016 02,10
11/12/2016 03,8
11/12/2016 04,1
11/12/2016 05,1
11/12/2016 06,16
11/12/2016 07,38
11/12/2016 08,76
11/12/2016 09,139
11/12/2016 10,155
11/12/2016 11,213
11/12/2016 12,240
11/12/2016 13,269
11/12/2016 14,253
11/12/2016 15,272
11/12/2016 16,235
11/12/2016 17,177
11/12/2016 18,134
11/12/2016 19,133
11/12/2016 20,68
11/12/2016 21,71
11/12/2016 22,62
11/12/2016 23,46
11/13/2016 00,33
11/13/2016 01,20
11/13/2016 02,23
11/13/2016 03,1
11/13/2016 04,3
11/13/2016 05,1
11/13/2016 06,15
11/13/2016 07,45
11/13/2016 08,65
11/13/2016 09,128
11/13/2016 10,192
11/13/2016 11,249
11/13/2016 12,249
11/13/2016 13,313
11/13/2016 14,321
11/13/2016 15,274
11/13/2016 16,240
11/13/2016 17,187
11/13/2016 18,178
11/13/2016 19,124
11/13/2016 20,94
11/13/2016 21,86
11/13/2016 22,60
11/13/2016 23,42
11/14/2016 00,29
11/14/2016 01,21
11/14/2016 02,5
11/14/2016 03,4
11/14/2016 04,5
11/14/2016 05,23
11/14/2016 06,110
11/14/2016 07,345
11/14/2016 08,551
11/14/2016 09,296
11/14/2016 10,163
11/14/2016 11,187
11/14/2016 12,212
11/14/2016 13,209
11/14/2016 14,195
11/14/2016 15,249
11/14/2016 16,371
11/14/2016 17,554
11/14/2016 18,397
11/14/2016 19,232
11/14/2016 20,181
11/14/2016 21,97
11/14/2016 22,65
11/14/2016 23,37
11/15/2016 00,9
11/15/2016 01,9
11/15/2016 02,5
11/15/2016 03,2
11/15/2016 04,5
11/15/2016 05,26
11/15/2016 06,132
11/15/2016 07,316
11/15/2016 08,582
11/15/2016 09,328
11/15/2016 10,134
11/15/2016 11,133
11/15/2016 12,146
11/15/2016 13,70
11/15/2016 14,36
11/15/2016 15,41
11/15/2016 16,49
11/15/2016 17,96
11/15/2016 18,73
11/15/2016 19,50
11/15/2016 20,78
11/15/2016 21,71
11/15/2016 22,49
11/15/2016 23,32
11/16/2016 00,15
11/16/2016 01,6
11/16/2016 02,1
11/16/2016 03,2
11/16/2016 04,3
11/16/2016 05,27
11/16/2016 06,97
11/16/2016 07,310
11/16/2016 08,552
11/16/2016 09,270
11/16/2016 10,159
11/16/2016 11,186
11/16/2016 12,212
11/16/2016 13,205
11/16/2016 14,212
11/16/2016 15,243
11/16/2016 16,352
11/16/2016 17,528
11/16/2016 18,402
11/16/2016 19,223
11/16/2016 20,183
11/16/2016 21,104
11/16/2016 22,79
11/16/2016 23,37
11/17/2016 00,21
11/17/2016 01,10
11/17/2016 02,5
11/17/2016 03,2
11/17/2016 05,23
11/17/2016 06,145
11/17/2016 07,357
11/17/2016 08,599
11/17/2016 09,311
11/17/2016 10,155
11/17/2016 11,205
11/17/2016 12,230
11/17/2016 13,223
11/17/2016 14,233
11/17/2016 15,233
11/17/2016 16,353
11/17/2016 17,505
11/17/2016 18,333
11/17/2016 19,232
11/17/2016 20,157
11/17/2016 21,113
11/17/2016 22,68
11/17/2016 23,48
11/18/2016 00,24
11/18/2016 01,8
11/18/2016 02,4
11/18/2016 03,3
11/18/2016 04,3
11/18/2016 05,22
11/18/2016 06,88
11/18/2016 07,303
11/18/2016 08,568
11/18/2016 09,353
11/18/2016 10,187
11/18/2016 11,215
11/18/2016 12,241
11/18/2016 13,260
11/18/2016 14,267
11/18/2016 15,333
11/18/2016 16,445
11/18/2016 17,490
11/18/2016 18,334
11/18/2016 19,198
11/18/2016 20,135
11/18/2016 21,129
11/18/2016 22,109
11/18/2016 23,93
11/19/2016 00,70
11/19/2016 01,58
11/19/2016 02,39
11/19/2016 03,29
11/19/2016 04,23
11/19/2016 05,22
11/19/2016 06,35
11/19/2016 07,43
11/19/2016 08,117
11/19/2016 09,167
11/19/2016 10,214
11/19/2016 11,277
11/19/2016 12,275
11/19/2016 13,268
11/19/2016 14,315
11/19/2016 15,312
11/19/2016 16,278
11/19/2016 17,210
11/19/2016 18,140
11/19/2016 19,141
11/19/2016 20,99
11/19/2016 21,67
11/19/2016 22,87
11/19/2016 23,58
11/20/2016 00,47
11/20/2016 01,42
11/20/2016 02,28
11/20/2016 03,14
11/20/2016 04,5
11/20/2016 06,7
11/20/2016 07,21
11/20/2016 08,42
11/20/2016 09,88
11/20/2016 10,118
11/20/2016 11,170
11/20/2016 12,151
11/20/2016 13,159
11/20/2016 14,156
11/20/2016 15,163
11/20/2016 16,159
11/20/2016 17,112
11/20/2016 18,111
11/20/2016 19,88
11/20/2016 20,59
11/20/2016 21,72
11/20/2016 22,38
11/20/2016 23,25
11/21/2016 00,7
11/21/2016 01,5
11/21/2016 02,5
11/21/2016 03,3
11/21/2016 04,8
11/21/2016 05,14
11/21/2016 06,70
11/21/2016 07,219
11/21/2016 08,404
11/21/2016 09,215
11/21/2016 10,141
11/21/2016 11,139
11/21/2016 12,146
11/21/2016 13,144
11/21/2016 14,121
11/21/2016 15,149
11/21/2016 16,270
11/21/2016 17,369
11/21/2016 18,224
11/21/2016 19,155
11/21/2016 20,86
11/21/2016 21,67
11/21/2016 22,33
